"cantidad(-1)","cantidad(-2)","cantidad(-3)","cantidad(-4)","cantidad(-5)","cantidad(-6)","cantidad(-7)","cantidad(-8)","cantidad(-9)","cantidad(-10)","cantidad(-11)","temperatura_media_media(-1)","temperatura_media_media(-2)","temperatura_media_media(-3)","temperatura_media_media(-4)","temperatura_media_media(-5)","temperatura_media_media(-6)","temperatura_media_media(-7)","temperatura_media_media(-8)","temperatura_media_media(-9)","temperatura_media_media(-10)","temperatura_media_media(-11)","indice(-1)","indice(-2)","indice(-3)","indice(-4)","indice(-5)","indice(-6)","indice(-7)","indice(-8)","indice(-9)","indice(-10)","indice(-11)","humedad_min_media_porc(-1)","humedad_min_media_porc(-2)","humedad_min_media_porc(-3)","humedad_min_media_porc(-4)","humedad_min_media_porc(-5)","humedad_min_media_porc(-6)","humedad_min_media_porc(-7)","humedad_min_media_porc(-8)","humedad_min_media_porc(-9)","humedad_min_media_porc(-10)","humedad_min_media_porc(-11)","humedad_max_media_porc(-1)","humedad_max_media_porc(-2)","humedad_max_media_porc(-3)","humedad_max_media_porc(-4)","humedad_max_media_porc(-5)","humedad_max_media_porc(-6)","humedad_max_media_porc(-7)","humedad_max_media_porc(-8)","humedad_max_media_porc(-9)","humedad_max_media_porc(-10)","humedad_max_media_porc(-11)","lluvia_mm(-1)","lluvia_mm(-2)","lluvia_mm(-3)","lluvia_mm(-4)","lluvia_mm(-5)","lluvia_mm(-6)","lluvia_mm(-7)","lluvia_mm(-8)","lluvia_mm(-9)","lluvia_mm(-10)","lluvia_mm(-11)","humedad_media_media_porc(-1)","humedad_media_media_porc(-2)","humedad_media_media_porc(-3)","humedad_media_media_porc(-4)","humedad_media_media_porc(-5)","humedad_media_media_porc(-6)","humedad_media_media_porc(-7)","humedad_media_media_porc(-8)","humedad_media_media_porc(-9)","humedad_media_media_porc(-10)","humedad_media_media_porc(-11)","temperatura_max_media(-1)","temperatura_max_media(-2)","temperatura_max_media(-3)","temperatura_max_media(-4)","temperatura_max_media(-5)","temperatura_max_media(-6)","temperatura_max_media(-7)","temperatura_max_media(-8)","temperatura_max_media(-9)","temperatura_max_media(-10)","temperatura_max_media(-11)","nivel(-1)","nivel(-2)","nivel(-3)","nivel(-4)","nivel(-5)","nivel(-6)","nivel(-7)","nivel(-8)","nivel(-9)","nivel(-10)","nivel(-11)","cantidad","temperatura_min_media(-1)","temperatura_min_media(-2)","temperatura_min_media(-3)","temperatura_min_media(-4)","temperatura_min_media(-5)","temperatura_min_media(-6)","temperatura_min_media(-7)","temperatura_min_media(-8)","temperatura_min_media(-9)","temperatura_min_media(-10)","temperatura_min_media(-11)"
58,74,59,54,51,28,21,16,14,19,18,26.714,24.714,25.714,25.429,23.0,23.143,20.0,16.714,17.143,26.286,24.0,6.116,5.549,4.982,4.415,3.847,3.28,2.713,2.145,1.578,0.92,1.112,26.714,29.857,42.857,46.429,47.0,36.0,35.286,35.0,39.714,27.429,27.143,72.286,71.0,78.143,90.429,93.429,72.0,78.714,76.429,75.714,71.429,67.143,29.1,0.0,44.0,10.0,5.0,21.0,0.0,1.4,2.6,2.0,3.0,48.286,49.0,59.714,68.286,70.143,54.0,56.571,54.857,57.286,47.0,47.143,32.857,31.0,30.429,31.286,27.857,28.429,24.857,22.714,22.143,32.143,30.286,1.95,1.81,2.11,2.11,2.1,2.28,2.47,2.63,2.74,2.82,2.94,56,20.286,18.857,21.143,20.143,18.286,18.0,14.857,11.429,11.857,19.429,18.143
56,58,74,59,54,51,28,21,16,14,19,25.0,26.714,24.714,25.714,25.429,23.0,23.143,20.0,16.714,17.143,26.286,6.684,6.116,5.549,4.982,4.415,3.847,3.28,2.713,2.145,1.578,0.92,41.143,26.714,29.857,42.857,46.429,47.0,36.0,35.286,35.0,39.714,27.429,86.571,72.286,71.0,78.143,90.429,93.429,72.0,78.714,76.429,75.714,71.429,40.0,29.1,0.0,44.0,10.0,5.0,21.0,0.0,1.4,2.6,2.0,63.714,48.286,49.0,59.714,68.286,70.143,54.0,56.571,54.857,57.286,47.0,30.571,32.857,31.0,30.429,31.286,27.857,28.429,24.857,22.714,22.143,32.143,1.8,1.95,1.81,2.11,2.11,2.1,2.28,2.47,2.63,2.74,2.82,40,19.714,20.286,18.857,21.143,20.143,18.286,18.0,14.857,11.429,11.857,19.429
40,56,58,74,59,54,51,28,21,16,14,26.0,25.0,26.714,24.714,25.714,25.429,23.0,23.143,20.0,16.714,17.143,6.44,6.684,6.116,5.549,4.982,4.415,3.847,3.28,2.713,2.145,1.578,54.0,41.143,26.714,29.857,42.857,46.429,47.0,36.0,35.286,35.0,39.714,84.857,86.571,72.286,71.0,78.143,90.429,93.429,72.0,78.714,76.429,75.714,44.2,40.0,29.1,0.0,44.0,10.0,5.0,21.0,0.0,1.4,2.6,71.286,63.714,48.286,49.0,59.714,68.286,70.143,54.0,56.571,54.857,57.286,29.571,30.571,32.857,31.0,30.429,31.286,27.857,28.429,24.857,22.714,22.143,2.25,1.8,1.95,1.81,2.11,2.11,2.1,2.28,2.47,2.63,2.74,61,22.143,19.714,20.286,18.857,21.143,20.143,18.286,18.0,14.857,11.429,11.857
61,40,56,58,74,59,54,51,28,21,16,27.143,26.0,25.0,26.714,24.714,25.714,25.429,23.0,23.143,20.0,16.714,10.778,6.44,6.684,6.116,5.549,4.982,4.415,3.847,3.28,2.713,2.145,50.0,54.0,41.143,26.714,29.857,42.857,46.429,47.0,36.0,35.286,35.0,90.143,84.857,86.571,72.286,71.0,78.143,90.429,93.429,72.0,78.714,76.429,42.0,44.2,40.0,29.1,0.0,44.0,10.0,5.0,21.0,0.0,1.4,71.857,71.286,63.714,48.286,49.0,59.714,68.286,70.143,54.0,56.571,54.857,33.143,29.571,30.571,32.857,31.0,30.429,31.286,27.857,28.429,24.857,22.714,2.25,2.25,1.8,1.95,1.81,2.11,2.11,2.1,2.28,2.47,2.63,24,22.286,22.143,19.714,20.286,18.857,21.143,20.143,18.286,18.0,14.857,11.429
24,61,40,56,58,74,59,54,51,28,21,27.143,27.143,26.0,25.0,26.714,24.714,25.714,25.429,23.0,23.143,20.0,18.27,10.778,6.44,6.684,6.116,5.549,4.982,4.415,3.847,3.28,2.713,38.857,50.0,54.0,41.143,26.714,29.857,42.857,46.429,47.0,36.0,35.286,83.286,90.143,84.857,86.571,72.286,71.0,78.143,90.429,93.429,72.0,78.714,0.0,42.0,44.2,40.0,29.1,0.0,44.0,10.0,5.0,21.0,0.0,61.0,71.857,71.286,63.714,48.286,49.0,59.714,68.286,70.143,54.0,56.571,32.143,33.143,29.571,30.571,32.857,31.0,30.429,31.286,27.857,28.429,24.857,1.66,2.25,2.25,1.8,1.95,1.81,2.11,2.11,2.1,2.28,2.47,18,21.714,22.286,22.143,19.714,20.286,18.857,21.143,20.143,18.286,18.0,14.857
18,24,61,40,56,58,74,59,54,51,28,28.286,27.143,27.143,26.0,25.0,26.714,24.714,25.714,25.429,23.0,23.143,10.053,18.27,10.778,6.44,6.684,6.116,5.549,4.982,4.415,3.847,3.28,34.0,38.857,50.0,54.0,41.143,26.714,29.857,42.857,46.429,47.0,36.0,80.571,83.286,90.143,84.857,86.571,72.286,71.0,78.143,90.429,93.429,72.0,13.3,0.0,42.0,44.2,40.0,29.1,0.0,44.0,10.0,5.0,21.0,56.286,61.0,71.857,71.286,63.714,48.286,49.0,59.714,68.286,70.143,54.0,34.286,32.143,33.143,29.571,30.571,32.857,31.0,30.429,31.286,27.857,28.429,1.3,1.66,2.25,2.25,1.8,1.95,1.81,2.11,2.11,2.1,2.28,20,23.0,21.714,22.286,22.143,19.714,20.286,18.857,21.143,20.143,18.286,18.0
20,18,24,61,40,56,58,74,59,54,51,29.714,28.286,27.143,27.143,26.0,25.0,26.714,24.714,25.714,25.429,23.0,4.966,10.053,18.27,10.778,6.44,6.684,6.116,5.549,4.982,4.415,3.847,26.0,34.0,38.857,50.0,54.0,41.143,26.714,29.857,42.857,46.429,47.0,76.429,80.571,83.286,90.143,84.857,86.571,72.286,71.0,78.143,90.429,93.429,4.0,13.3,0.0,42.0,44.2,40.0,29.1,0.0,44.0,10.0,5.0,48.143,56.286,61.0,71.857,71.286,63.714,48.286,49.0,59.714,68.286,70.143,36.286,34.286,32.143,33.143,29.571,30.571,32.857,31.0,30.429,31.286,27.857,1.09,1.3,1.66,2.25,2.25,1.8,1.95,1.81,2.11,2.11,2.1,105,23.714,23.0,21.714,22.286,22.143,19.714,20.286,18.857,21.143,20.143,18.286
105,20,18,24,61,40,56,58,74,59,54,28.571,29.714,28.286,27.143,27.143,26.0,25.0,26.714,24.714,25.714,25.429,5.02,4.966,10.053,18.27,10.778,6.44,6.684,6.116,5.549,4.982,4.415,41.714,26.0,34.0,38.857,50.0,54.0,41.143,26.714,29.857,42.857,46.429,86.286,76.429,80.571,83.286,90.143,84.857,86.571,72.286,71.0,78.143,90.429,28.0,4.0,13.3,0.0,42.0,44.2,40.0,29.1,0.0,44.0,10.0,64.0,48.143,56.286,61.0,71.857,71.286,63.714,48.286,49.0,59.714,68.286,33.857,36.286,34.286,32.143,33.143,29.571,30.571,32.857,31.0,30.429,31.286,1.0,1.09,1.3,1.66,2.25,2.25,1.8,1.95,1.81,2.11,2.11,37,23.429,23.714,23.0,21.714,22.286,22.143,19.714,20.286,18.857,21.143,20.143
37,105,20,18,24,61,40,56,58,74,59,28.143,28.571,29.714,28.286,27.143,27.143,26.0,25.0,26.714,24.714,25.714,5.074,5.02,4.966,10.053,18.27,10.778,6.44,6.684,6.116,5.549,4.982,38.857,41.714,26.0,34.0,38.857,50.0,54.0,41.143,26.714,29.857,42.857,80.571,86.286,76.429,80.571,83.286,90.143,84.857,86.571,72.286,71.0,78.143,23.9,28.0,4.0,13.3,0.0,42.0,44.2,40.0,29.1,0.0,44.0,61.714,64.0,48.143,56.286,61.0,71.857,71.286,63.714,48.286,49.0,59.714,34.429,33.857,36.286,34.286,32.143,33.143,29.571,30.571,32.857,31.0,30.429,2.64,1.0,1.09,1.3,1.66,2.25,2.25,1.8,1.95,1.81,2.11,56,23.0,23.429,23.714,23.0,21.714,22.286,22.143,19.714,20.286,18.857,21.143
56,37,105,20,18,24,61,40,56,58,74,27.714,28.143,28.571,29.714,28.286,27.143,27.143,26.0,25.0,26.714,24.714,5.127,5.074,5.02,4.966,10.053,18.27,10.778,6.44,6.684,6.116,5.549,33.143,38.857,41.714,26.0,34.0,38.857,50.0,54.0,41.143,26.714,29.857,87.143,80.571,86.286,76.429,80.571,83.286,90.143,84.857,86.571,72.286,71.0,0.2,23.9,28.0,4.0,13.3,0.0,42.0,44.2,40.0,29.1,0.0,57.429,61.714,64.0,48.143,56.286,61.0,71.857,71.286,63.714,48.286,49.0,34.429,34.429,33.857,36.286,34.286,32.143,33.143,29.571,30.571,32.857,31.0,2.96,2.64,1.0,1.09,1.3,1.66,2.25,2.25,1.8,1.95,1.81,54,22.0,23.0,23.429,23.714,23.0,21.714,22.286,22.143,19.714,20.286,18.857
54,56,37,105,20,18,24,61,40,56,58,30.286,27.714,28.143,28.571,29.714,28.286,27.143,27.143,26.0,25.0,26.714,5.181,5.127,5.074,5.02,4.966,10.053,18.27,10.778,6.44,6.684,6.116,30.714,33.143,38.857,41.714,26.0,34.0,38.857,50.0,54.0,41.143,26.714,79.286,87.143,80.571,86.286,76.429,80.571,83.286,90.143,84.857,86.571,72.286,7.4,0.2,23.9,28.0,4.0,13.3,0.0,42.0,44.2,40.0,29.1,54.143,57.429,61.714,64.0,48.143,56.286,61.0,71.857,71.286,63.714,48.286,36.714,34.429,34.429,33.857,36.286,34.286,32.143,33.143,29.571,30.571,32.857,2.9,2.96,2.64,1.0,1.09,1.3,1.66,2.25,2.25,1.8,1.95,69,24.571,22.0,23.0,23.429,23.714,23.0,21.714,22.286,22.143,19.714,20.286
69,54,56,37,105,20,18,24,61,40,56,29.857,30.286,27.714,28.143,28.571,29.714,28.286,27.143,27.143,26.0,25.0,5.235,5.181,5.127,5.074,5.02,4.966,10.053,18.27,10.778,6.44,6.684,25.857,30.714,33.143,38.857,41.714,26.0,34.0,38.857,50.0,54.0,41.143,78.429,79.286,87.143,80.571,86.286,76.429,80.571,83.286,90.143,84.857,86.571,5.4,7.4,0.2,23.9,28.0,4.0,13.3,0.0,42.0,44.2,40.0,51.286,54.143,57.429,61.714,64.0,48.143,56.286,61.0,71.857,71.286,63.714,36.857,36.714,34.429,34.429,33.857,36.286,34.286,32.143,33.143,29.571,30.571,2.72,2.9,2.96,2.64,1.0,1.09,1.3,1.66,2.25,2.25,1.8,57,23.714,24.571,22.0,23.0,23.429,23.714,23.0,21.714,22.286,22.143,19.714
57,69,54,56,37,105,20,18,24,61,40,32.286,29.857,30.286,27.714,28.143,28.571,29.714,28.286,27.143,27.143,26.0,5.289,5.235,5.181,5.127,5.074,5.02,4.966,10.053,18.27,10.778,6.44,15.429,25.857,30.714,33.143,38.857,41.714,26.0,34.0,38.857,50.0,54.0,61.429,78.429,79.286,87.143,80.571,86.286,76.429,80.571,83.286,90.143,84.857,0.2,5.4,7.4,0.2,23.9,28.0,4.0,13.3,0.0,42.0,44.2,36.286,51.286,54.143,57.429,61.714,64.0,48.143,56.286,61.0,71.857,71.286,39.714,36.857,36.714,34.429,34.429,33.857,36.286,34.286,32.143,33.143,29.571,2.3,2.72,2.9,2.96,2.64,1.0,1.09,1.3,1.66,2.25,2.25,32,25.286,23.714,24.571,22.0,23.0,23.429,23.714,23.0,21.714,22.286,22.143
32,57,69,54,56,37,105,20,18,24,61,28.286,32.286,29.857,30.286,27.714,28.143,28.571,29.714,28.286,27.143,27.143,5.342,5.289,5.235,5.181,5.127,5.074,5.02,4.966,10.053,18.27,10.778,37.286,15.429,25.857,30.714,33.143,38.857,41.714,26.0,34.0,38.857,50.0,77.286,61.429,78.429,79.286,87.143,80.571,86.286,76.429,80.571,83.286,90.143,49.0,0.2,5.4,7.4,0.2,23.9,28.0,4.0,13.3,0.0,42.0,57.571,36.286,51.286,54.143,57.429,61.714,64.0,48.143,56.286,61.0,71.857,34.714,39.714,36.857,36.714,34.429,34.429,33.857,36.286,34.286,32.143,33.143,1.86,2.3,2.72,2.9,2.96,2.64,1.0,1.09,1.3,1.66,2.25,34,23.143,25.286,23.714,24.571,22.0,23.0,23.429,23.714,23.0,21.714,22.286
34,32,57,69,54,56,37,105,20,18,24,28.714,28.286,32.286,29.857,30.286,27.714,28.143,28.571,29.714,28.286,27.143,5.396,5.342,5.289,5.235,5.181,5.127,5.074,5.02,4.966,10.053,18.27,33.143,37.286,15.429,25.857,30.714,33.143,38.857,41.714,26.0,34.0,38.857,78.286,77.286,61.429,78.429,79.286,87.143,80.571,86.286,76.429,80.571,83.286,38.5,49.0,0.2,5.4,7.4,0.2,23.9,28.0,4.0,13.3,0.0,55.571,57.571,36.286,51.286,54.143,57.429,61.714,64.0,48.143,56.286,61.0,34.143,34.714,39.714,36.857,36.714,34.429,34.429,33.857,36.286,34.286,32.143,1.35,1.86,2.3,2.72,2.9,2.96,2.64,1.0,1.09,1.3,1.66,25,22.857,23.143,25.286,23.714,24.571,22.0,23.0,23.429,23.714,23.0,21.714
25,34,32,57,69,54,56,37,105,20,18,24.857,28.714,28.286,32.286,29.857,30.286,27.714,28.143,28.571,29.714,28.286,7.851,5.396,5.342,5.289,5.235,5.181,5.127,5.074,5.02,4.966,10.053,45.429,33.143,37.286,15.429,25.857,30.714,33.143,38.857,41.714,26.0,34.0,86.143,78.286,77.286,61.429,78.429,79.286,87.143,80.571,86.286,76.429,80.571,170.2,38.5,49.0,0.2,5.4,7.4,0.2,23.9,28.0,4.0,13.3,67.429,55.571,57.571,36.286,51.286,54.143,57.429,61.714,64.0,48.143,56.286,30.0,34.143,34.714,39.714,36.857,36.714,34.429,34.429,33.857,36.286,34.286,1.33,1.35,1.86,2.3,2.72,2.9,2.96,2.64,1.0,1.09,1.3,20,20.429,22.857,23.143,25.286,23.714,24.571,22.0,23.0,23.429,23.714,23.0
20,25,34,32,57,69,54,56,37,105,20,24.286,24.857,28.714,28.286,32.286,29.857,30.286,27.714,28.143,28.571,29.714,7.376,7.851,5.396,5.342,5.289,5.235,5.181,5.127,5.074,5.02,4.966,42.714,45.429,33.143,37.286,15.429,25.857,30.714,33.143,38.857,41.714,26.0,84.0,86.143,78.286,77.286,61.429,78.429,79.286,87.143,80.571,86.286,76.429,16.6,170.2,38.5,49.0,0.2,5.4,7.4,0.2,23.9,28.0,4.0,63.571,67.429,55.571,57.571,36.286,51.286,54.143,57.429,61.714,64.0,48.143,29.286,30.0,34.143,34.714,39.714,36.857,36.714,34.429,34.429,33.857,36.286,1.16,1.33,1.35,1.86,2.3,2.72,2.9,2.96,2.64,1.0,1.09,27,19.857,20.429,22.857,23.143,25.286,23.714,24.571,22.0,23.0,23.429,23.714
27,20,25,34,32,57,69,54,56,37,105,26.0,24.286,24.857,28.714,28.286,32.286,29.857,30.286,27.714,28.143,28.571,6.902,7.376,7.851,5.396,5.342,5.289,5.235,5.181,5.127,5.074,5.02,37.571,42.714,45.429,33.143,37.286,15.429,25.857,30.714,33.143,38.857,41.714,80.0,84.0,86.143,78.286,77.286,61.429,78.429,79.286,87.143,80.571,86.286,18.0,16.6,170.2,38.5,49.0,0.2,5.4,7.4,0.2,23.9,28.0,57.857,63.571,67.429,55.571,57.571,36.286,51.286,54.143,57.429,61.714,64.0,32.429,29.286,30.0,34.143,34.714,39.714,36.857,36.714,34.429,34.429,33.857,1.32,1.16,1.33,1.35,1.86,2.3,2.72,2.9,2.96,2.64,1.0,23,20.714,19.857,20.429,22.857,23.143,25.286,23.714,24.571,22.0,23.0,23.429
23,27,20,25,34,32,57,69,54,56,37,24.714,26.0,24.286,24.857,28.714,28.286,32.286,29.857,30.286,27.714,28.143,6.427,6.902,7.376,7.851,5.396,5.342,5.289,5.235,5.181,5.127,5.074,54.0,37.571,42.714,45.429,33.143,37.286,15.429,25.857,30.714,33.143,38.857,88.571,80.0,84.0,86.143,78.286,77.286,61.429,78.429,79.286,87.143,80.571,92.0,18.0,16.6,170.2,38.5,49.0,0.2,5.4,7.4,0.2,23.9,74.429,57.857,63.571,67.429,55.571,57.571,36.286,51.286,54.143,57.429,61.714,28.0,32.429,29.286,30.0,34.143,34.714,39.714,36.857,36.714,34.429,34.429,2.0,1.32,1.16,1.33,1.35,1.86,2.3,2.72,2.9,2.96,2.64,22,20.857,20.714,19.857,20.429,22.857,23.143,25.286,23.714,24.571,22.0,23.0
22,23,27,20,25,34,32,57,69,54,56,23.857,24.714,26.0,24.286,24.857,28.714,28.286,32.286,29.857,30.286,27.714,5.952,6.427,6.902,7.376,7.851,5.396,5.342,5.289,5.235,5.181,5.127,41.571,54.0,37.571,42.714,45.429,33.143,37.286,15.429,25.857,30.714,33.143,82.571,88.571,80.0,84.0,86.143,78.286,77.286,61.429,78.429,79.286,87.143,10.0,92.0,18.0,16.6,170.2,38.5,49.0,0.2,5.4,7.4,0.2,62.0,74.429,57.857,63.571,67.429,55.571,57.571,36.286,51.286,54.143,57.429,29.429,28.0,32.429,29.286,30.0,34.143,34.714,39.714,36.857,36.714,34.429,2.25,2.0,1.32,1.16,1.33,1.35,1.86,2.3,2.72,2.9,2.96,37,18.429,20.857,20.714,19.857,20.429,22.857,23.143,25.286,23.714,24.571,22.0
37,22,23,27,20,25,34,32,57,69,54,25.857,23.857,24.714,26.0,24.286,24.857,28.714,28.286,32.286,29.857,30.286,11.508,5.952,6.427,6.902,7.376,7.851,5.396,5.342,5.289,5.235,5.181,51.0,41.571,54.0,37.571,42.714,45.429,33.143,37.286,15.429,25.857,30.714,88.857,82.571,88.571,80.0,84.0,86.143,78.286,77.286,61.429,78.429,79.286,8.0,10.0,92.0,18.0,16.6,170.2,38.5,49.0,0.2,5.4,7.4,71.286,62.0,74.429,57.857,63.571,67.429,55.571,57.571,36.286,51.286,54.143,30.714,29.429,28.0,32.429,29.286,30.0,34.143,34.714,39.714,36.857,36.714,2.68,2.25,2.0,1.32,1.16,1.33,1.35,1.86,2.3,2.72,2.9,36,21.0,18.429,20.857,20.714,19.857,20.429,22.857,23.143,25.286,23.714,24.571
36,37,22,23,27,20,25,34,32,57,69,26.714,25.857,23.857,24.714,26.0,24.286,24.857,28.714,28.286,32.286,29.857,17.063,11.508,5.952,6.427,6.902,7.376,7.851,5.396,5.342,5.289,5.235,48.714,51.0,41.571,54.0,37.571,42.714,45.429,33.143,37.286,15.429,25.857,83.714,88.857,82.571,88.571,80.0,84.0,86.143,78.286,77.286,61.429,78.429,66.0,8.0,10.0,92.0,18.0,16.6,170.2,38.5,49.0,0.2,5.4,69.286,71.286,62.0,74.429,57.857,63.571,67.429,55.571,57.571,36.286,51.286,30.429,30.714,29.429,28.0,32.429,29.286,30.0,34.143,34.714,39.714,36.857,2.9,2.68,2.25,2.0,1.32,1.16,1.33,1.35,1.86,2.3,2.72,23,22.571,21.0,18.429,20.857,20.714,19.857,20.429,22.857,23.143,25.286,23.714
23,36,37,22,23,27,20,25,34,32,57,19.857,26.714,25.857,23.857,24.714,26.0,24.286,24.857,28.714,28.286,32.286,22.619,17.063,11.508,5.952,6.427,6.902,7.376,7.851,5.396,5.342,5.289,49.429,48.714,51.0,41.571,54.0,37.571,42.714,45.429,33.143,37.286,15.429,90.857,83.714,88.857,82.571,88.571,80.0,84.0,86.143,78.286,77.286,61.429,141.0,66.0,8.0,10.0,92.0,18.0,16.6,170.2,38.5,49.0,0.2,70.0,69.286,71.286,62.0,74.429,57.857,63.571,67.429,55.571,57.571,36.286,24.429,30.429,30.714,29.429,28.0,32.429,29.286,30.0,34.143,34.714,39.714,3.9,2.9,2.68,2.25,2.0,1.32,1.16,1.33,1.35,1.86,2.3,30,15.429,22.571,21.0,18.429,20.857,20.714,19.857,20.429,22.857,23.143,25.286
30,23,36,37,22,23,27,20,25,34,32,21.143,19.857,26.714,25.857,23.857,24.714,26.0,24.286,24.857,28.714,28.286,21.137,22.619,17.063,11.508,5.952,6.427,6.902,7.376,7.851,5.396,5.342,44.286,49.429,48.714,51.0,41.571,54.0,37.571,42.714,45.429,33.143,37.286,92.714,90.857,83.714,88.857,82.571,88.571,80.0,84.0,86.143,78.286,77.286,1.1,141.0,66.0,8.0,10.0,92.0,18.0,16.6,170.2,38.5,49.0,69.0,70.0,69.286,71.286,62.0,74.429,57.857,63.571,67.429,55.571,57.571,26.143,24.429,30.429,30.714,29.429,28.0,32.429,29.286,30.0,34.143,34.714,4.25,3.9,2.9,2.68,2.25,2.0,1.32,1.16,1.33,1.35,1.86,19,16.143,15.429,22.571,21.0,18.429,20.857,20.714,19.857,20.429,22.857,23.143
19,30,23,36,37,22,23,27,20,25,34,22.0,21.143,19.857,26.714,25.857,23.857,24.714,26.0,24.286,24.857,28.714,19.655,21.137,22.619,17.063,11.508,5.952,6.427,6.902,7.376,7.851,5.396,50.857,44.286,49.429,48.714,51.0,41.571,54.0,37.571,42.714,45.429,33.143,86.286,92.714,90.857,83.714,88.857,82.571,88.571,80.0,84.0,86.143,78.286,60.6,1.1,141.0,66.0,8.0,10.0,92.0,18.0,16.6,170.2,38.5,71.143,69.0,70.0,69.286,71.286,62.0,74.429,57.857,63.571,67.429,55.571,26.286,26.143,24.429,30.429,30.714,29.429,28.0,32.429,29.286,30.0,34.143,4.42,4.25,3.9,2.9,2.68,2.25,2.0,1.32,1.16,1.33,1.35,19,17.857,16.143,15.429,22.571,21.0,18.429,20.857,20.714,19.857,20.429,22.857
19,19,30,23,36,37,22,23,27,20,25,23.143,22.0,21.143,19.857,26.714,25.857,23.857,24.714,26.0,24.286,24.857,18.173,19.655,21.137,22.619,17.063,11.508,5.952,6.427,6.902,7.376,7.851,44.143,50.857,44.286,49.429,48.714,51.0,41.571,54.0,37.571,42.714,45.429,90.571,86.286,92.714,90.857,83.714,88.857,82.571,88.571,80.0,84.0,86.143,2.6,60.6,1.1,141.0,66.0,8.0,10.0,92.0,18.0,16.6,170.2,70.571,71.143,69.0,70.0,69.286,71.286,62.0,74.429,57.857,63.571,67.429,27.429,26.286,26.143,24.429,30.429,30.714,29.429,28.0,32.429,29.286,30.0,4.64,4.42,4.25,3.9,2.9,2.68,2.25,2.0,1.32,1.16,1.33,13,18.0,17.857,16.143,15.429,22.571,21.0,18.429,20.857,20.714,19.857,20.429
13,19,19,30,23,36,37,22,23,27,20,21.571,23.143,22.0,21.143,19.857,26.714,25.857,23.857,24.714,26.0,24.286,16.691,18.173,19.655,21.137,22.619,17.063,11.508,5.952,6.427,6.902,7.376,55.857,44.143,50.857,44.286,49.429,48.714,51.0,41.571,54.0,37.571,42.714,92.857,90.571,86.286,92.714,90.857,83.714,88.857,82.571,88.571,80.0,84.0,4.0,2.6,60.6,1.1,141.0,66.0,8.0,10.0,92.0,18.0,16.6,75.857,70.571,71.143,69.0,70.0,69.286,71.286,62.0,74.429,57.857,63.571,25.857,27.429,26.286,26.143,24.429,30.429,30.714,29.429,28.0,32.429,29.286,4.8,4.64,4.42,4.25,3.9,2.9,2.68,2.25,2.0,1.32,1.16,17,17.286,18.0,17.857,16.143,15.429,22.571,21.0,18.429,20.857,20.714,19.857
17,13,19,19,30,23,36,37,22,23,27,19.571,21.571,23.143,22.0,21.143,19.857,26.714,25.857,23.857,24.714,26.0,11.813,16.691,18.173,19.655,21.137,22.619,17.063,11.508,5.952,6.427,6.902,56.714,55.857,44.143,50.857,44.286,49.429,48.714,51.0,41.571,54.0,37.571,89.857,92.857,90.571,86.286,92.714,90.857,83.714,88.857,82.571,88.571,80.0,34.0,4.0,2.6,60.6,1.1,141.0,66.0,8.0,10.0,92.0,18.0,74.714,75.857,70.571,71.143,69.0,70.0,69.286,71.286,62.0,74.429,57.857,23.571,25.857,27.429,26.286,26.143,24.429,30.429,30.714,29.429,28.0,32.429,4.9,4.8,4.64,4.42,4.25,3.9,2.9,2.68,2.25,2.0,1.32,10,15.571,17.286,18.0,17.857,16.143,15.429,22.571,21.0,18.429,20.857,20.714
10,17,13,19,19,30,23,36,37,22,23,15.429,19.571,21.571,23.143,22.0,21.143,19.857,26.714,25.857,23.857,24.714,10.921,11.813,16.691,18.173,19.655,21.137,22.619,17.063,11.508,5.952,6.427,57.571,56.714,55.857,44.143,50.857,44.286,49.429,48.714,51.0,41.571,54.0,94.571,89.857,92.857,90.571,86.286,92.714,90.857,83.714,88.857,82.571,88.571,25.0,34.0,4.0,2.6,60.6,1.1,141.0,66.0,8.0,10.0,92.0,77.429,74.714,75.857,70.571,71.143,69.0,70.0,69.286,71.286,62.0,74.429,19.143,23.571,25.857,27.429,26.286,26.143,24.429,30.429,30.714,29.429,28.0,5.25,4.9,4.8,4.64,4.42,4.25,3.9,2.9,2.68,2.25,2.0,4,11.714,15.571,17.286,18.0,17.857,16.143,15.429,22.571,21.0,18.429,20.857
4,10,17,13,19,19,30,23,36,37,22,18.286,15.429,19.571,21.571,23.143,22.0,21.143,19.857,26.714,25.857,23.857,10.419,10.921,11.813,16.691,18.173,19.655,21.137,22.619,17.063,11.508,5.952,55.714,57.571,56.714,55.857,44.143,50.857,44.286,49.429,48.714,51.0,41.571,90.0,94.571,89.857,92.857,90.571,86.286,92.714,90.857,83.714,88.857,82.571,15.0,25.0,34.0,4.0,2.6,60.6,1.1,141.0,66.0,8.0,10.0,74.286,77.429,74.714,75.857,70.571,71.143,69.0,70.0,69.286,71.286,62.0,22.857,19.143,23.571,25.857,27.429,26.286,26.143,24.429,30.429,30.714,29.429,5.8,5.25,4.9,4.8,4.64,4.42,4.25,3.9,2.9,2.68,2.25,12,13.429,11.714,15.571,17.286,18.0,17.857,16.143,15.429,22.571,21.0,18.429
