"cantidad(-1)","cantidad(-2)","cantidad(-3)","cantidad(-4)","cantidad(-5)","cantidad(-6)","cantidad(-7)","cantidad(-8)","cantidad(-9)","cantidad(-10)","cantidad(-11)","temperatura_media_media(-1)","temperatura_media_media(-2)","temperatura_media_media(-3)","temperatura_media_media(-4)","temperatura_media_media(-5)","temperatura_media_media(-6)","temperatura_media_media(-7)","temperatura_media_media(-8)","temperatura_media_media(-9)","temperatura_media_media(-10)","temperatura_media_media(-11)","indice(-1)","indice(-2)","indice(-3)","indice(-4)","indice(-5)","indice(-6)","indice(-7)","indice(-8)","indice(-9)","indice(-10)","indice(-11)","humedad_min_media_porc(-1)","humedad_min_media_porc(-2)","humedad_min_media_porc(-3)","humedad_min_media_porc(-4)","humedad_min_media_porc(-5)","humedad_min_media_porc(-6)","humedad_min_media_porc(-7)","humedad_min_media_porc(-8)","humedad_min_media_porc(-9)","humedad_min_media_porc(-10)","humedad_min_media_porc(-11)","humedad_max_media_porc(-1)","humedad_max_media_porc(-2)","humedad_max_media_porc(-3)","humedad_max_media_porc(-4)","humedad_max_media_porc(-5)","humedad_max_media_porc(-6)","humedad_max_media_porc(-7)","humedad_max_media_porc(-8)","humedad_max_media_porc(-9)","humedad_max_media_porc(-10)","humedad_max_media_porc(-11)","lluvia_mm(-1)","lluvia_mm(-2)","lluvia_mm(-3)","lluvia_mm(-4)","lluvia_mm(-5)","lluvia_mm(-6)","lluvia_mm(-7)","lluvia_mm(-8)","lluvia_mm(-9)","lluvia_mm(-10)","lluvia_mm(-11)","humedad_media_media_porc(-1)","humedad_media_media_porc(-2)","humedad_media_media_porc(-3)","humedad_media_media_porc(-4)","humedad_media_media_porc(-5)","humedad_media_media_porc(-6)","humedad_media_media_porc(-7)","humedad_media_media_porc(-8)","humedad_media_media_porc(-9)","humedad_media_media_porc(-10)","humedad_media_media_porc(-11)","temperatura_max_media(-1)","temperatura_max_media(-2)","temperatura_max_media(-3)","temperatura_max_media(-4)","temperatura_max_media(-5)","temperatura_max_media(-6)","temperatura_max_media(-7)","temperatura_max_media(-8)","temperatura_max_media(-9)","temperatura_max_media(-10)","temperatura_max_media(-11)","nivel(-1)","nivel(-2)","nivel(-3)","nivel(-4)","nivel(-5)","nivel(-6)","nivel(-7)","nivel(-8)","nivel(-9)","nivel(-10)","nivel(-11)","cantidad","temperatura_min_media(-1)","temperatura_min_media(-2)","temperatura_min_media(-3)","temperatura_min_media(-4)","temperatura_min_media(-5)","temperatura_min_media(-6)","temperatura_min_media(-7)","temperatura_min_media(-8)","temperatura_min_media(-9)","temperatura_min_media(-10)","temperatura_min_media(-11)"
65,58,105,96,185,368,364,493,783,975,799,17.857,20.0,18.571,24.286,17.714,21.571,25.0,23.286,23.571,25.286,26.714,5.132,5.336,5.54,5.745,5.949,6.154,6.358,6.562,6.767,6.971,7.176,46.143,51.429,42.857,55.143,43.286,55.0,58.857,49.0,29.714,65.714,48.571,90.286,86.143,91.571,93.286,92.857,90.143,92.0,93.0,89.143,97.0,91.0,0.0,17.0,0.0,6.0,2.5,45.0,18.0,50.0,0.0,26.2,14.0,71.857,70.429,69.571,75.429,72.286,72.429,78.143,72.286,61.0,83.714,71.571,23.571,24.0,24.571,29.286,23.571,26.143,30.143,29.0,30.429,28.714,32.429,4.08,4.13,4.18,4.16,4.18,4.18,4.05,3.96,4.1,4.16,4.32,34,12.286,16.286,12.857,19.429,11.857,17.0,20.0,17.286,17.0,22.143,21.286
34,65,58,105,96,185,368,364,493,783,975,14.429,17.857,20.0,18.571,24.286,17.714,21.571,25.0,23.286,23.571,25.286,4.927,5.132,5.336,5.54,5.745,5.949,6.154,6.358,6.562,6.767,6.971,48.143,46.143,51.429,42.857,55.143,43.286,55.0,58.857,49.0,29.714,65.714,87.857,90.286,86.143,91.571,93.286,92.857,90.143,92.0,93.0,89.143,97.0,38.0,0.0,17.0,0.0,6.0,2.5,45.0,18.0,50.0,0.0,26.2,69.429,71.857,70.429,69.571,75.429,72.286,72.429,78.143,72.286,61.0,83.714,21.143,23.571,24.0,24.571,29.286,23.571,26.143,30.143,29.0,30.429,28.714,4.04,4.08,4.13,4.18,4.16,4.18,4.18,4.05,3.96,4.1,4.16,14,7.714,12.286,16.286,12.857,19.429,11.857,17.0,20.0,17.286,17.0,22.143
14,34,65,58,105,96,185,368,364,493,783,21.571,14.429,17.857,20.0,18.571,24.286,17.714,21.571,25.0,23.286,23.571,4.633,4.927,5.132,5.336,5.54,5.745,5.949,6.154,6.358,6.562,6.767,45.286,48.143,46.143,51.429,42.857,55.143,43.286,55.0,58.857,49.0,29.714,77.0,87.857,90.286,86.143,91.571,93.286,92.857,90.143,92.0,93.0,89.143,0.6,38.0,0.0,17.0,0.0,6.0,2.5,45.0,18.0,50.0,0.0,62.0,69.429,71.857,70.429,69.571,75.429,72.286,72.429,78.143,72.286,61.0,27.143,21.143,23.571,24.0,24.571,29.286,23.571,26.143,30.143,29.0,30.429,4.04,4.04,4.08,4.13,4.18,4.16,4.18,4.18,4.05,3.96,4.1,20,16.286,7.714,12.286,16.286,12.857,19.429,11.857,17.0,20.0,17.286,17.0
20,14,34,65,58,105,96,185,368,364,493,20.143,21.571,14.429,17.857,20.0,18.571,24.286,17.714,21.571,25.0,23.286,6.928,4.633,4.927,5.132,5.336,5.54,5.745,5.949,6.154,6.358,6.562,66.143,45.286,48.143,46.143,51.429,42.857,55.143,43.286,55.0,58.857,49.0,89.857,77.0,87.857,90.286,86.143,91.571,93.286,92.857,90.143,92.0,93.0,12.1,0.6,38.0,0.0,17.0,0.0,6.0,2.5,45.0,18.0,50.0,78.143,62.0,69.429,71.857,70.429,69.571,75.429,72.286,72.429,78.143,72.286,22.714,27.143,21.143,23.571,24.0,24.571,29.286,23.571,26.143,30.143,29.0,4.04,4.04,4.04,4.08,4.13,4.18,4.16,4.18,4.18,4.05,3.96,8,17.143,16.286,7.714,12.286,16.286,12.857,19.429,11.857,17.0,20.0,17.286
8,20,14,34,65,58,105,96,185,368,364,10.286,20.143,21.571,14.429,17.857,20.0,18.571,24.286,17.714,21.571,25.0,6.408,6.928,4.633,4.927,5.132,5.336,5.54,5.745,5.949,6.154,6.358,45.143,66.143,45.286,48.143,46.143,51.429,42.857,55.143,43.286,55.0,58.857,81.286,89.857,77.0,87.857,90.286,86.143,91.571,93.286,92.857,90.143,92.0,0.0,12.1,0.6,38.0,0.0,17.0,0.0,6.0,2.5,45.0,18.0,66.571,78.143,62.0,69.429,71.857,70.429,69.571,75.429,72.286,72.429,78.143,16.143,22.714,27.143,21.143,23.571,24.0,24.571,29.286,23.571,26.143,30.143,4.08,4.04,4.04,4.04,4.08,4.13,4.18,4.16,4.18,4.18,4.05,0,6.0,17.143,16.286,7.714,12.286,16.286,12.857,19.429,11.857,17.0,20.0
0,8,20,14,34,65,58,105,96,185,368,10.143,10.286,20.143,21.571,14.429,17.857,20.0,18.571,24.286,17.714,21.571,5.889,6.408,6.928,4.633,4.927,5.132,5.336,5.54,5.745,5.949,6.154,23.143,45.143,66.143,45.286,48.143,46.143,51.429,42.857,55.143,43.286,55.0,78.429,81.286,89.857,77.0,87.857,90.286,86.143,91.571,93.286,92.857,90.143,0.0,0.0,12.1,0.6,38.0,0.0,17.0,0.0,6.0,2.5,45.0,55.143,66.571,78.143,62.0,69.429,71.857,70.429,69.571,75.429,72.286,72.429,18.571,16.143,22.714,27.143,21.143,23.571,24.0,24.571,29.286,23.571,26.143,4.1,4.08,4.04,4.04,4.04,4.08,4.13,4.18,4.16,4.18,4.18,0,4.143,6.0,17.143,16.286,7.714,12.286,16.286,12.857,19.429,11.857,17.0
0,0,8,20,14,34,65,58,105,96,185,22.429,10.143,10.286,20.143,21.571,14.429,17.857,20.0,18.571,24.286,17.714,5.37,5.889,6.408,6.928,4.633,4.927,5.132,5.336,5.54,5.745,5.949,46.714,23.143,45.143,66.143,45.286,48.143,46.143,51.429,42.857,55.143,43.286,72.571,78.429,81.286,89.857,77.0,87.857,90.286,86.143,91.571,93.286,92.857,38.0,0.0,0.0,12.1,0.6,38.0,0.0,17.0,0.0,6.0,2.5,60.571,55.143,66.571,78.143,62.0,69.429,71.857,70.429,69.571,75.429,72.286,29.0,18.571,16.143,22.714,27.143,21.143,23.571,24.0,24.571,29.286,23.571,4.2,4.1,4.08,4.04,4.04,4.04,4.08,4.13,4.18,4.16,4.18,2,18.429,4.143,6.0,17.143,16.286,7.714,12.286,16.286,12.857,19.429,11.857
2,0,0,8,20,14,34,65,58,105,96,15.429,22.429,10.143,10.286,20.143,21.571,14.429,17.857,20.0,18.571,24.286,4.85,5.37,5.889,6.408,6.928,4.633,4.927,5.132,5.336,5.54,5.745,68.429,46.714,23.143,45.143,66.143,45.286,48.143,46.143,51.429,42.857,55.143,92.571,72.571,78.429,81.286,89.857,77.0,87.857,90.286,86.143,91.571,93.286,17.8,38.0,0.0,0.0,12.1,0.6,38.0,0.0,17.0,0.0,6.0,83.714,60.571,55.143,66.571,78.143,62.0,69.429,71.857,70.429,69.571,75.429,19.571,29.0,18.571,16.143,22.714,27.143,21.143,23.571,24.0,24.571,29.286,4.36,4.2,4.1,4.08,4.04,4.04,4.04,4.08,4.13,4.18,4.16,4,12.571,18.429,4.143,6.0,17.143,16.286,7.714,12.286,16.286,12.857,19.429
4,2,0,0,8,20,14,34,65,58,105,20.714,15.429,22.429,10.143,10.286,20.143,21.571,14.429,17.857,20.0,18.571,4.331,4.85,5.37,5.889,6.408,6.928,4.633,4.927,5.132,5.336,5.54,45.714,68.429,46.714,23.143,45.143,66.143,45.286,48.143,46.143,51.429,42.857,81.714,92.571,72.571,78.429,81.286,89.857,77.0,87.857,90.286,86.143,91.571,0.9,17.8,38.0,0.0,0.0,12.1,0.6,38.0,0.0,17.0,0.0,63.571,83.714,60.571,55.143,66.571,78.143,62.0,69.429,71.857,70.429,69.571,28.286,19.571,29.0,18.571,16.143,22.714,27.143,21.143,23.571,24.0,24.571,4.48,4.36,4.2,4.1,4.08,4.04,4.04,4.04,4.08,4.13,4.18,3,14.571,12.571,18.429,4.143,6.0,17.143,16.286,7.714,12.286,16.286,12.857
3,4,2,0,0,8,20,14,34,65,58,12.571,20.714,15.429,22.429,10.143,10.286,20.143,21.571,14.429,17.857,20.0,3.812,4.331,4.85,5.37,5.889,6.408,6.928,4.633,4.927,5.132,5.336,43.429,45.714,68.429,46.714,23.143,45.143,66.143,45.286,48.143,46.143,51.429,86.714,81.714,92.571,72.571,78.429,81.286,89.857,77.0,87.857,90.286,86.143,3.6,0.9,17.8,38.0,0.0,0.0,12.1,0.6,38.0,0.0,17.0,66.571,63.571,83.714,60.571,55.143,66.571,78.143,62.0,69.429,71.857,70.429,18.286,28.286,19.571,29.0,18.571,16.143,22.714,27.143,21.143,23.571,24.0,4.55,4.48,4.36,4.2,4.1,4.08,4.04,4.04,4.04,4.08,4.13,0,6.857,14.571,12.571,18.429,4.143,6.0,17.143,16.286,7.714,12.286,16.286
0,3,4,2,0,0,8,20,14,34,65,25.0,12.571,20.714,15.429,22.429,10.143,10.286,20.143,21.571,14.429,17.857,3.292,3.812,4.331,4.85,5.37,5.889,6.408,6.928,4.633,4.927,5.132,41.0,43.429,45.714,68.429,46.714,23.143,45.143,66.143,45.286,48.143,46.143,70.143,86.714,81.714,92.571,72.571,78.429,81.286,89.857,77.0,87.857,90.286,0.0,3.6,0.9,17.8,38.0,0.0,0.0,12.1,0.6,38.0,0.0,55.143,66.571,63.571,83.714,60.571,55.143,66.571,78.143,62.0,69.429,71.857,31.286,18.286,28.286,19.571,29.0,18.571,16.143,22.714,27.143,21.143,23.571,4.58,4.55,4.48,4.36,4.2,4.1,4.08,4.04,4.04,4.04,4.08,0,18.714,6.857,14.571,12.571,18.429,4.143,6.0,17.143,16.286,7.714,12.286
0,0,3,4,2,0,0,8,20,14,34,20.571,25.0,12.571,20.714,15.429,22.429,10.143,10.286,20.143,21.571,14.429,2.773,3.292,3.812,4.331,4.85,5.37,5.889,6.408,6.928,4.633,4.927,44.286,41.0,43.429,45.714,68.429,46.714,23.143,45.143,66.143,45.286,48.143,77.143,70.143,86.714,81.714,92.571,72.571,78.429,81.286,89.857,77.0,87.857,0.6,0.0,3.6,0.9,17.8,38.0,0.0,0.0,12.1,0.6,38.0,60.143,55.143,66.571,63.571,83.714,60.571,55.143,66.571,78.143,62.0,69.429,25.286,31.286,18.286,28.286,19.571,29.0,18.571,16.143,22.714,27.143,21.143,4.6,4.58,4.55,4.48,4.36,4.2,4.1,4.08,4.04,4.04,4.04,0,15.857,18.714,6.857,14.571,12.571,18.429,4.143,6.0,17.143,16.286,7.714
0,0,0,3,4,2,0,0,8,20,14,14.714,20.571,25.0,12.571,20.714,15.429,22.429,10.143,10.286,20.143,21.571,2.254,2.773,3.292,3.812,4.331,4.85,5.37,5.889,6.408,6.928,4.633,32.857,44.286,41.0,43.429,45.714,68.429,46.714,23.143,45.143,66.143,45.286,83.429,77.143,70.143,86.714,81.714,92.571,72.571,78.429,81.286,89.857,77.0,0.8,0.6,0.0,3.6,0.9,17.8,38.0,0.0,0.0,12.1,0.6,56.571,60.143,55.143,66.571,63.571,83.714,60.571,55.143,66.571,78.143,62.0,21.714,25.286,31.286,18.286,28.286,19.571,29.0,18.571,16.143,22.714,27.143,4.6,4.6,4.58,4.55,4.48,4.36,4.2,4.1,4.08,4.04,4.04,0,8.143,15.857,18.714,6.857,14.571,12.571,18.429,4.143,6.0,17.143,16.286
0,0,0,0,3,4,2,0,0,8,20,21.167,14.714,20.571,25.0,12.571,20.714,15.429,22.429,10.143,10.286,20.143,1.734,2.254,2.773,3.292,3.812,4.331,4.85,5.37,5.889,6.408,6.928,27.0,32.857,44.286,41.0,43.429,45.714,68.429,46.714,23.143,45.143,66.143,55.286,83.429,77.143,70.143,86.714,81.714,92.571,72.571,78.429,81.286,89.857,0.0,0.8,0.6,0.0,3.6,0.9,17.8,38.0,0.0,0.0,12.1,38.286,56.571,60.143,55.143,66.571,63.571,83.714,60.571,55.143,66.571,78.143,25.429,21.714,25.286,31.286,18.286,28.286,19.571,29.0,18.571,16.143,22.714,4.57,4.6,4.6,4.58,4.55,4.48,4.36,4.2,4.1,4.08,4.04,0,13.143,8.143,15.857,18.714,6.857,14.571,12.571,18.429,4.143,6.0,17.143
0,0,0,0,0,3,4,2,0,0,8,19.857,21.167,14.714,20.571,25.0,12.571,20.714,15.429,22.429,10.143,10.286,1.215,1.734,2.254,2.773,3.292,3.812,4.331,4.85,5.37,5.889,6.408,40.286,27.0,32.857,44.286,41.0,43.429,45.714,68.429,46.714,23.143,45.143,75.286,55.286,83.429,77.143,70.143,86.714,81.714,92.571,72.571,78.429,81.286,6.0,0.0,0.8,0.6,0.0,3.6,0.9,17.8,38.0,0.0,0.0,59.0,38.286,56.571,60.143,55.143,66.571,63.571,83.714,60.571,55.143,66.571,26.286,25.429,21.714,25.286,31.286,18.286,28.286,19.571,29.0,18.571,16.143,4.53,4.57,4.6,4.6,4.58,4.55,4.48,4.36,4.2,4.1,4.08,0,14.0,13.143,8.143,15.857,18.714,6.857,14.571,12.571,18.429,4.143,6.0
0,0,0,0,0,0,3,4,2,0,0,23.0,19.857,21.167,14.714,20.571,25.0,12.571,20.714,15.429,22.429,10.143,1.108,1.215,1.734,2.254,2.773,3.292,3.812,4.331,4.85,5.37,5.889,23.714,40.286,27.0,32.857,44.286,41.0,43.429,45.714,68.429,46.714,23.143,60.571,75.286,55.286,83.429,77.143,70.143,86.714,81.714,92.571,72.571,78.429,28.0,6.0,0.0,0.8,0.6,0.0,3.6,0.9,17.8,38.0,0.0,43.286,59.0,38.286,56.571,60.143,55.143,66.571,63.571,83.714,60.571,55.143,29.714,26.286,25.429,21.714,25.286,31.286,18.286,28.286,19.571,29.0,18.571,4.43,4.53,4.57,4.6,4.6,4.58,4.55,4.48,4.36,4.2,4.1,0,16.143,14.0,13.143,8.143,15.857,18.714,6.857,14.571,12.571,18.429,4.143
0,0,0,0,0,0,0,3,4,2,0,20.286,23.0,19.857,21.167,14.714,20.571,25.0,12.571,20.714,15.429,22.429,2.639,1.108,1.215,1.734,2.254,2.773,3.292,3.812,4.331,4.85,5.37,45.286,23.714,40.286,27.0,32.857,44.286,41.0,43.429,45.714,68.429,46.714,83.0,60.571,75.286,55.286,83.429,77.143,70.143,86.714,81.714,92.571,72.571,14.0,28.0,6.0,0.0,0.8,0.6,0.0,3.6,0.9,17.8,38.0,65.286,43.286,59.0,38.286,56.571,60.143,55.143,66.571,63.571,83.714,60.571,24.286,29.714,26.286,25.429,21.714,25.286,31.286,18.286,28.286,19.571,29.0,4.31,4.43,4.53,4.57,4.6,4.6,4.58,4.55,4.48,4.36,4.2,0,16.429,16.143,14.0,13.143,8.143,15.857,18.714,6.857,14.571,12.571,18.429
0,0,0,0,0,0,0,0,3,4,2,24.857,20.286,23.0,19.857,21.167,14.714,20.571,25.0,12.571,20.714,15.429,2.532,2.639,1.108,1.215,1.734,2.254,2.773,3.292,3.812,4.331,4.85,27.571,45.286,23.714,40.286,27.0,32.857,44.286,41.0,43.429,45.714,68.429,72.143,83.0,60.571,75.286,55.286,83.429,77.143,70.143,86.714,81.714,92.571,59.0,14.0,28.0,6.0,0.0,0.8,0.6,0.0,3.6,0.9,17.8,47.571,65.286,43.286,59.0,38.286,56.571,60.143,55.143,66.571,63.571,83.714,32.143,24.286,29.714,26.286,25.429,21.714,25.286,31.286,18.286,28.286,19.571,4.21,4.31,4.43,4.53,4.57,4.6,4.6,4.58,4.55,4.48,4.36,3,17.429,16.429,16.143,14.0,13.143,8.143,15.857,18.714,6.857,14.571,12.571
3,0,0,0,0,0,0,0,0,3,4,24.714,24.857,20.286,23.0,19.857,21.167,14.714,20.571,25.0,12.571,20.714,2.895,2.532,2.639,1.108,1.215,1.734,2.254,2.773,3.292,3.812,4.331,33.714,27.571,45.286,23.714,40.286,27.0,32.857,44.286,41.0,43.429,45.714,78.571,72.143,83.0,60.571,75.286,55.286,83.429,77.143,70.143,86.714,81.714,38.0,59.0,14.0,28.0,6.0,0.0,0.8,0.6,0.0,3.6,0.9,55.0,47.571,65.286,43.286,59.0,38.286,56.571,60.143,55.143,66.571,63.571,31.286,32.143,24.286,29.714,26.286,25.429,21.714,25.286,31.286,18.286,28.286,4.24,4.21,4.31,4.43,4.53,4.57,4.6,4.6,4.58,4.55,4.48,0,18.714,17.429,16.429,16.143,14.0,13.143,8.143,15.857,18.714,6.857,14.571
0,3,0,0,0,0,0,0,0,0,3,22.714,24.714,24.857,20.286,23.0,19.857,21.167,14.714,20.571,25.0,12.571,3.258,2.895,2.532,2.639,1.108,1.215,1.734,2.254,2.773,3.292,3.812,56.429,33.714,27.571,45.286,23.714,40.286,27.0,32.857,44.286,41.0,43.429,86.0,78.571,72.143,83.0,60.571,75.286,55.286,83.429,77.143,70.143,86.714,14.0,38.0,59.0,14.0,28.0,6.0,0.0,0.8,0.6,0.0,3.6,72.714,55.0,47.571,65.286,43.286,59.0,38.286,56.571,60.143,55.143,66.571,26.429,31.286,32.143,24.286,29.714,26.286,25.429,21.714,25.286,31.286,18.286,4.07,4.24,4.21,4.31,4.43,4.53,4.57,4.6,4.6,4.58,4.55,0,19.286,18.714,17.429,16.429,16.143,14.0,13.143,8.143,15.857,18.714,6.857
0,0,3,0,0,0,0,0,0,0,0,23.429,22.714,24.714,24.857,20.286,23.0,19.857,21.167,14.714,20.571,25.0,3.621,3.258,2.895,2.532,2.639,1.108,1.215,1.734,2.254,2.773,3.292,32.0,56.429,33.714,27.571,45.286,23.714,40.286,27.0,32.857,44.286,41.0,73.286,86.0,78.571,72.143,83.0,60.571,75.286,55.286,83.429,77.143,70.143,0.0,14.0,38.0,59.0,14.0,28.0,6.0,0.0,0.8,0.6,0.0,51.0,72.714,55.0,47.571,65.286,43.286,59.0,38.286,56.571,60.143,55.143,30.286,26.429,31.286,32.143,24.286,29.714,26.286,25.429,21.714,25.286,31.286,4.04,4.07,4.24,4.21,4.31,4.43,4.53,4.57,4.6,4.6,4.58,0,17.143,19.286,18.714,17.429,16.429,16.143,14.0,13.143,8.143,15.857,18.714
0,0,0,3,0,0,0,0,0,0,0,25.571,23.429,22.714,24.714,24.857,20.286,23.0,19.857,21.167,14.714,20.571,3.985,3.621,3.258,2.895,2.532,2.639,1.108,1.215,1.734,2.254,2.773,37.429,32.0,56.429,33.714,27.571,45.286,23.714,40.286,27.0,32.857,44.286,78.0,73.286,86.0,78.571,72.143,83.0,60.571,75.286,55.286,83.429,77.143,38.0,0.0,14.0,38.0,59.0,14.0,28.0,6.0,0.0,0.8,0.6,57.0,51.0,72.714,55.0,47.571,65.286,43.286,59.0,38.286,56.571,60.143,30.571,30.286,26.429,31.286,32.143,24.286,29.714,26.286,25.429,21.714,25.286,3.8,4.04,4.07,4.24,4.21,4.31,4.43,4.53,4.57,4.6,4.6,0,20.286,17.143,19.286,18.714,17.429,16.429,16.143,14.0,13.143,8.143,15.857
0,0,0,0,3,0,0,0,0,0,0,22.714,25.571,23.429,22.714,24.714,24.857,20.286,23.0,19.857,21.167,14.714,4.348,3.985,3.621,3.258,2.895,2.532,2.639,1.108,1.215,1.734,2.254,28.571,37.429,32.0,56.429,33.714,27.571,45.286,23.714,40.286,27.0,32.857,73.429,78.0,73.286,86.0,78.571,72.143,83.0,60.571,75.286,55.286,83.429,18.0,38.0,0.0,14.0,38.0,59.0,14.0,28.0,6.0,0.0,0.8,48.714,57.0,51.0,72.714,55.0,47.571,65.286,43.286,59.0,38.286,56.571,28.571,30.571,30.286,26.429,31.286,32.143,24.286,29.714,26.286,25.429,21.714,3.6,3.8,4.04,4.07,4.24,4.21,4.31,4.43,4.53,4.57,4.6,0,17.429,20.286,17.143,19.286,18.714,17.429,16.429,16.143,14.0,13.143,8.143
0,0,0,0,0,3,0,0,0,0,0,26.0,22.714,25.571,23.429,22.714,24.714,24.857,20.286,23.0,19.857,21.167,6.008,4.348,3.985,3.621,3.258,2.895,2.532,2.639,1.108,1.215,1.734,45.714,28.571,37.429,32.0,56.429,33.714,27.571,45.286,23.714,40.286,27.0,85.0,73.429,78.0,73.286,86.0,78.571,72.143,83.0,60.571,75.286,55.286,2.1,18.0,38.0,0.0,14.0,38.0,59.0,14.0,28.0,6.0,0.0,63.857,48.714,57.0,51.0,72.714,55.0,47.571,65.286,43.286,59.0,38.286,31.143,28.571,30.571,30.286,26.429,31.286,32.143,24.286,29.714,26.286,25.429,3.09,3.6,3.8,4.04,4.07,4.24,4.21,4.31,4.43,4.53,4.57,0,20.857,17.429,20.286,17.143,19.286,18.714,17.429,16.429,16.143,14.0,13.143
0,0,0,0,0,0,3,0,0,0,0,23.714,26.0,22.714,25.571,23.429,22.714,24.714,24.857,20.286,23.0,19.857,7.669,6.008,4.348,3.985,3.621,3.258,2.895,2.532,2.639,1.108,1.215,44.714,45.714,28.571,37.429,32.0,56.429,33.714,27.571,45.286,23.714,40.286,85.714,85.0,73.429,78.0,73.286,86.0,78.571,72.143,83.0,60.571,75.286,62.0,2.1,18.0,38.0,0.0,14.0,38.0,59.0,14.0,28.0,6.0,64.857,63.857,48.714,57.0,51.0,72.714,55.0,47.571,65.286,43.286,59.0,28.429,31.143,28.571,30.571,30.286,26.429,31.286,32.143,24.286,29.714,26.286,2.72,3.09,3.6,3.8,4.04,4.07,4.24,4.21,4.31,4.43,4.53,0,19.143,20.857,17.429,20.286,17.143,19.286,18.714,17.429,16.429,16.143,14.0
0,0,0,0,0,0,0,3,0,0,0,24.143,23.714,26.0,22.714,25.571,23.429,22.714,24.714,24.857,20.286,23.0,9.329,7.669,6.008,4.348,3.985,3.621,3.258,2.895,2.532,2.639,1.108,38.571,44.714,45.714,28.571,37.429,32.0,56.429,33.714,27.571,45.286,23.714,86.143,85.714,85.0,73.429,78.0,73.286,86.0,78.571,72.143,83.0,60.571,58.0,62.0,2.1,18.0,38.0,0.0,14.0,38.0,59.0,14.0,28.0,62.571,64.857,63.857,48.714,57.0,51.0,72.714,55.0,47.571,65.286,43.286,29.571,28.429,31.143,28.571,30.571,30.286,26.429,31.286,32.143,24.286,29.714,2.69,2.72,3.09,3.6,3.8,4.04,4.07,4.24,4.21,4.31,4.43,0,19.429,19.143,20.857,17.429,20.286,17.143,19.286,18.714,17.429,16.429,16.143
0,0,0,0,0,0,0,0,3,0,0,25.857,24.143,23.714,26.0,22.714,25.571,23.429,22.714,24.714,24.857,20.286,8.812,9.329,7.669,6.008,4.348,3.985,3.621,3.258,2.895,2.532,2.639,27.143,38.571,44.714,45.714,28.571,37.429,32.0,56.429,33.714,27.571,45.286,75.0,86.143,85.714,85.0,73.429,78.0,73.286,86.0,78.571,72.143,83.0,0.3,58.0,62.0,2.1,18.0,38.0,0.0,14.0,38.0,59.0,14.0,49.857,62.571,64.857,63.857,48.714,57.0,51.0,72.714,55.0,47.571,65.286,32.429,29.571,28.429,31.143,28.571,30.571,30.286,26.429,31.286,32.143,24.286,2.48,2.69,2.72,3.09,3.6,3.8,4.04,4.07,4.24,4.21,4.31,0,19.857,19.429,19.143,20.857,17.429,20.286,17.143,19.286,18.714,17.429,16.429
0,0,0,0,0,0,0,0,0,3,0,25.571,25.857,24.143,23.714,26.0,22.714,25.571,23.429,22.714,24.714,24.857,7.963,8.812,9.329,7.669,6.008,4.348,3.985,3.621,3.258,2.895,2.532,42.429,27.143,38.571,44.714,45.714,28.571,37.429,32.0,56.429,33.714,27.571,86.0,75.0,86.143,85.714,85.0,73.429,78.0,73.286,86.0,78.571,72.143,16.0,0.3,58.0,62.0,2.1,18.0,38.0,0.0,14.0,38.0,59.0,64.714,49.857,62.571,64.857,63.857,48.714,57.0,51.0,72.714,55.0,47.571,30.143,32.429,29.571,28.429,31.143,28.571,30.571,30.286,26.429,31.286,32.143,1.9,2.48,2.69,2.72,3.09,3.6,3.8,4.04,4.07,4.24,4.21,0,21.0,19.857,19.429,19.143,20.857,17.429,20.286,17.143,19.286,18.714,17.429
0,0,0,0,0,0,0,0,0,0,3,25.429,25.571,25.857,24.143,23.714,26.0,22.714,25.571,23.429,22.714,24.714,6.037,7.963,8.812,9.329,7.669,6.008,4.348,3.985,3.621,3.258,2.895,21.143,42.429,27.143,38.571,44.714,45.714,28.571,37.429,32.0,56.429,33.714,79.429,86.0,75.0,86.143,85.714,85.0,73.429,78.0,73.286,86.0,78.571,0.0,16.0,0.3,58.0,62.0,2.1,18.0,38.0,0.0,14.0,38.0,45.0,64.714,49.857,62.571,64.857,63.857,48.714,57.0,51.0,72.714,55.0,32.571,30.143,32.429,29.571,28.429,31.143,28.571,30.571,30.286,26.429,31.286,1.46,1.9,2.48,2.69,2.72,3.09,3.6,3.8,4.04,4.07,4.24,0,18.714,21.0,19.857,19.429,19.143,20.857,17.429,20.286,17.143,19.286,18.714
0,0,0,0,0,0,0,0,0,0,0,29.0,25.429,25.571,25.857,24.143,23.714,26.0,22.714,25.571,23.429,22.714,5.814,6.037,7.963,8.812,9.329,7.669,6.008,4.348,3.985,3.621,3.258,23.571,21.143,42.429,27.143,38.571,44.714,45.714,28.571,37.429,32.0,56.429,67.714,79.429,86.0,75.0,86.143,85.714,85.0,73.429,78.0,73.286,86.0,27.0,0.0,16.0,0.3,58.0,62.0,2.1,18.0,38.0,0.0,14.0,42.714,45.0,64.714,49.857,62.571,64.857,63.857,48.714,57.0,51.0,72.714,36.857,32.571,30.143,32.429,29.571,28.429,31.143,28.571,30.571,30.286,26.429,1.01,1.46,1.9,2.48,2.69,2.72,3.09,3.6,3.8,4.04,4.07,3,21.143,18.714,21.0,19.857,19.429,19.143,20.857,17.429,20.286,17.143,19.286
